Question,Sampling Rate,Experiment ID,File Name,Status,Match (Rfty Code),Match (Ori Code),Buggy Code,Buggy Mutation,Refactored Correct Code,Original Correct File Name,Rule ID,Repair,Stru. Matching Time,Online Refactoring Time,GCR Time,Stru. Mutation Time,Block Mapping Time,Variable Mapping Time,Specification&Synthesis Time,Total Time,#Passed Test Case,#Test Case,RPS
question_5,100,0,wrong_5_011.py,fail_exception,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.656,N/A,N/A,N/A
question_5,100,0,wrong_5_012.py,success_w_mut,0,0,"def top_k ( lst , k ) :
    if ( lst == [ ] ) :
        return lst
    lower = [ ]
    higher = [ ]
    plist = [ ]
    pivot = lst [ 0 ]
    for e in lst :
        if ( e < pivot ) :
            lower . append ( e )
        if ( x == pivot ) :
            plist . append ( e )
        if ( x > pivot ) :
            higher . append ( e )
    sort_list = ( ( lower + plist ) + higher )
    return sort_list [ : k ]


","def top_k ( lst , k ) :
    pass
    if ( lst == [ ] ) :
        return lst
    lower = [ ]
    higher = [ ]
    plist = [ ]
    pivot = lst [ 0 ]
    for e in lst :
        pass
        for i in range ( x , len ( lst ) ) :
            pass
            if ( e < pivot ) :
                lower . append ( e )
            pass
            if ( x == pivot ) :
                pass
            plist . append ( e )
        pass
        if ( x > pivot ) :
            higher . append ( e )
        pass
    sort_list = ( ( lower + plist ) + higher )
    return sort_list [ : k ]
","

def top_k(lst, k):
    if True:
        pass
    for x in range((k + 1)):
        max = x
        for i in range(x, len(lst)):
            if True:
                pass
            if (lst[i] > lst[max]):
                max = i
        if (x <= (len(lst) - 1)):
            (lst[max], lst[x]) = (lst[x], lst[max])
    new = lst[:k]
    return new
",{'top_k': 'correct_5_262.py'},"{'top_k': 'B1.h,B1.h'}","def top_k ( lst , k ) :
    pass
    if ( lst == [ ] ) :
        pass
    for ref_x in range ( ( k + 1 ) ) :
        ref_max = ref_x
        for i in range ( ref_x , len ( lst ) ) :
            pass
            if True :
                pass
            pass
            if ( lst [ i ] > lst [ ref_max ] ) :
                ref_max = i
        pass
        if ( ref_x <= ( len ( lst ) - 1 ) ) :
            ( lst [ ref_max ] , lst [ ref_x ] ) = ( lst [ ref_x ] , lst [ ref_max ] )
        pass
    sort_list = lst [ : k ]
    return sort_list
",N/A,34.984,1.375,0.000,0.000,0.297,0.688,37.391,5,5,1.176
question_5,100,0,wrong_5_013.py,success_w_mut,0,0,"def top_k ( lst , k ) :
    if ( lst == [ ] ) :
        return lst
    lower = [ ]
    higher = [ ]
    plist = [ ]
    pivot = lst [ 0 ]
    for e in lst :
        if ( e < pivot ) :
            lower . append ( e )
        if ( x == pivot ) :
            plist . append ( e )
        if ( x > pivot ) :
            higher . append ( e )
    sort_list = ( ( higher + plist ) + lower )
    return sort_list [ : k ]


","def top_k ( lst , k ) :
    pass
    if ( lst == [ ] ) :
        return lst
    lower = [ ]
    higher = [ ]
    plist = [ ]
    pivot = lst [ 0 ]
    for e in lst :
        pass
        for i in range ( x , len ( lst ) ) :
            pass
            if ( e < pivot ) :
                lower . append ( e )
            pass
            if ( x == pivot ) :
                pass
            plist . append ( e )
        pass
        if ( x > pivot ) :
            higher . append ( e )
        pass
    sort_list = ( ( higher + plist ) + lower )
    return sort_list [ : k ]
","

def top_k(lst, k):
    if True:
        pass
    for x in range((k + 1)):
        max = x
        for i in range(x, len(lst)):
            if True:
                pass
            if (lst[i] > lst[max]):
                max = i
        if (x <= (len(lst) - 1)):
            (lst[max], lst[x]) = (lst[x], lst[max])
    new = lst[:k]
    return new
",{'top_k': 'correct_5_262.py'},"{'top_k': 'B1.h,B1.h'}","def top_k ( lst , k ) :
    pass
    if ( lst == [ ] ) :
        pass
    for ref_x in range ( ( k + 1 ) ) :
        ref_max = ref_x
        for i in range ( ref_x , len ( lst ) ) :
            pass
            if True :
                pass
            pass
            if ( lst [ i ] > lst [ ref_max ] ) :
                ref_max = i
        pass
        if ( ref_x <= ( len ( lst ) - 1 ) ) :
            ( lst [ ref_max ] , lst [ ref_x ] ) = ( lst [ ref_x ] , lst [ ref_max ] )
        pass
    sort_list = lst [ : k ]
    return sort_list
",N/A,32.844,1.375,0.000,0.000,0.297,0.656,35.203,5,5,1.176
question_5,100,0,wrong_5_014.py,success_w_mut,0,0,"def top_k ( lst , k ) :
    if ( lst == [ ] ) :
        return lst
    lower = [ ]
    higher = [ ]
    plist = [ ]
    pivot = lst [ 0 ]
    for e in lst :
        if ( e < pivot ) :
            lower . append ( e )
        if ( e == pivot ) :
            plist . append ( e )
        if ( e > pivot ) :
            higher . append ( e )
    sort_list = ( ( higher + plist ) + lower )
    return sort_list [ : k ]


","def top_k ( lst , k ) :
    pass
    if ( lst == [ ] ) :
        return lst
    lower = [ ]
    higher = [ ]
    plist = [ ]
    pivot = lst [ 0 ]
    for e in lst :
        pass
        for x in range ( ( k + 1 ) ) :
            pass
            if ( e < pivot ) :
                lower . append ( e )
            pass
            if ( e == pivot ) :
                max = i
            plist . append ( e )
        pass
        if ( e > pivot ) :
            higher . append ( e )
        pass
    sort_list = ( ( higher + plist ) + lower )
    return sort_list [ : k ]
","

def top_k(lst, k):
    if True:
        pass
    for x in range((k + 1)):
        max = x
        for i in range(x, len(lst)):
            if True:
                pass
            if (lst[i] > lst[max]):
                max = i
        if (x <= (len(lst) - 1)):
            (lst[max], lst[x]) = (lst[x], lst[max])
    new = lst[:k]
    return new
",{'top_k': 'correct_5_262.py'},"{'top_k': 'B1.h,B1.h'}","def top_k ( lst , k ) :
    pass
    if ( lst == [ ] ) :
        pass
    for x in range ( ( k + 1 ) ) :
        max = x
        for ref_i in range ( x , len ( lst ) ) :
            pass
            if True :
                pass
            pass
            if ( lst [ ref_i ] > lst [ max ] ) :
                max = ref_i
        pass
        if ( x <= ( len ( lst ) - 1 ) ) :
            ( lst [ max ] , lst [ x ] ) = ( lst [ x ] , lst [ max ] )
        pass
    sort_list = lst [ : k ]
    return sort_list
",N/A,35.578,2.812,0.000,0.016,0.359,0.703,39.531,5,5,1.176
question_5,100,0,wrong_5_015.py,success_w_mut,0,0,"def top_k ( lst , k ) :
    if ( lst == [ ] ) :
        return lst
    lower = [ ]
    higher = [ ]
    plist = [ ]
    pivot = lst [ 0 ]
    for e in lst :
        if ( e < pivot ) :
            lower . append ( e )
        if ( e == pivot ) :
            plist . append ( e )
        if ( e > pivot ) :
            higher . append ( e )
    sort_list = ( ( lower + plist ) + higher )
    sort_list = sort_list [ : : ( - 1 ) ]
    return sort_list [ : k ]


","def top_k ( lst , k ) :
    pass
    if ( lst == [ ] ) :
        return lst
    lower = [ ]
    higher = [ ]
    plist = [ ]
    pivot = lst [ 0 ]
    for e in lst :
        pass
        for i in range ( x , len ( lst ) ) :
            pass
            if ( e < pivot ) :
                lower . append ( e )
            pass
            if ( e == pivot ) :
                max = i
            plist . append ( e )
        pass
        if ( e > pivot ) :
            higher . append ( e )
        pass
    sort_list = ( ( lower + plist ) + higher )
    sort_list = sort_list [ : : ( - 1 ) ]
    return sort_list [ : k ]
","

def top_k(lst, k):
    if True:
        pass
    for x in range((k + 1)):
        max = x
        for i in range(x, len(lst)):
            if True:
                pass
            if (lst[i] > lst[max]):
                max = i
        if (x <= (len(lst) - 1)):
            (lst[max], lst[x]) = (lst[x], lst[max])
    new = lst[:k]
    return new
",{'top_k': 'correct_5_262.py'},"{'top_k': 'B1.h,B1.h'}","def top_k ( lst , k ) :
    pass
    if ( lst == [ ] ) :
        pass
    for ref_x in range ( ( k + 1 ) ) :
        max = ref_x
        for i in range ( ref_x , len ( lst ) ) :
            pass
            if True :
                pass
            pass
            if ( lst [ i ] > lst [ max ] ) :
                max = i
        pass
        if ( ref_x <= ( len ( lst ) - 1 ) ) :
            ( lst [ max ] , lst [ ref_x ] ) = ( lst [ ref_x ] , lst [ max ] )
        pass
    sort_list = lst [ : k ]
    return sort_list
",N/A,33.906,1.641,0.000,0.016,0.344,0.906,36.859,5,5,1.085
question_5,100,0,wrong_5_016.py,success_w_mut,0,0,"def top_k ( lst , k ) :
    if ( lst == [ ] ) :
        return lst
    lower = [ ]
    higher = [ ]
    plist = [ ]
    pivot = lst [ 0 ]
    for e in lst :
        if ( e < pivot ) :
            lower . append ( e )
        if ( e == pivot ) :
            plist . append ( e )
        if ( e > pivot ) :
            higher . append ( e )
    sort_list = ( ( lower + plist ) + higher )
    sort_list = sort_list [ : : ( - 1 ) ]
    if ( k == len ( lst ) ) :
        return sort_list [ : ( k - 1 ) ]
    elif ( k > len ( lst ) ) :
        return sort_list
    else :
        return sort_list [ : k ]


","def top_k ( lst , k ) :
    pass
    if ( lst == [ ] ) :
        return lst
    lower = [ ]
    higher = [ ]
    plist = [ ]
    pivot = lst [ 0 ]
    if ( e < pivot ) :
        lower . append ( e )
    pass
    while lst :
        plist . append ( e )
        for element in lst :
            pass
            if ( e > pivot ) :
                higher . append ( e )
            pass
        sort_list = ( ( lower + plist ) + higher )
        sort_list = sort_list [ : : ( - 1 ) ]
        if ( k == len ( lst ) ) :
            return sort_list [ : ( k - 1 ) ]
        else :
            return sort_list
        return sort_list [ : k ]
    pass
","

def top_k(lst, k):
    if (k == 0):
        return []
    if ((lst == []) and True):
        pass
    sort = []
    while lst:
        biggest = lst[0]
        for element in lst:
            if (element > biggest):
                biggest = element
        lst.remove(biggest)
        sort.append(biggest)
        if (len(sort) == k):
            return sort
        else:
            continue
",{'top_k': 'correct_5_296.py'},"{'top_k': 'B1.h,A2.c'}","def top_k ( lst , k ) :
    pass
    if ( k == 0 ) :
        return [ ]
    if ( ( lst == [ ] ) and True ) :
        pass
    ref_sort = [ ]
    while lst :
        ref_biggest = lst [ 0 ]
        for element in lst :
            pass
            if ( element > ref_biggest ) :
                ref_biggest = element
            pass
        lst . remove ( ref_biggest )
        ref_sort . append ( ref_biggest )
        if ( len ( ref_sort ) == k ) :
            return ref_sort
        else :
            continue
    pass
",N/A,31.328,1.031,0.000,0.016,0.188,6.359,38.953,5,5,0.811
question_5,100,0,wrong_5_017.py,success_wo_mut,1,1,"def top_k ( lst , k ) :
    result = [ ]
    while lst :
        biggest = lst [ 0 ]
        for number in lst :
            if ( number > biggest ) :
                biggest = number
        lst . remove ( biggest )
        result . append ( oldest )
    return result [ : k ]


","def top_k ( lst , k ) :
    result = [ ]
    while lst :
        biggest = lst [ 0 ]
        for number in lst :
            if ( number > biggest ) :
                biggest = number
        lst . remove ( biggest )
        result . append ( oldest )
    return result [ : k ]


","def top_k ( lst , k ) :
    result = [ ]
    while lst :
        biggest = lst [ 0 ]
        for number in lst :
            if ( number > biggest ) :
                biggest = number
        lst . remove ( biggest )
        result . append ( biggest )
    return result [ : k ]


",{'top_k': 'correct_5_090.py'},{'top_k': ''},"def top_k ( result , k ) :
    ref_result = [ ]
    while result :
        biggest = result [ 0 ]
        for number in result :
            if ( number > biggest ) :
                biggest = number
        result . remove ( biggest )
        ref_result . append ( biggest )
    return ref_result [ : k ]
",N/A,1.375,0.734,0.000,0.000,0.234,5.797,8.172,5,5,0.214
question_5,100,0,wrong_5_018.py,success_wo_mut,1,1,"def top_k ( lst , k ) :
    sort = [ ]
    while lst :
        largest = lst [ 0 ]
        for element in lst :
            if ( element > largest ) :
                largest = element
        lst . remove ( largest )
        sort . append ( largest )
    return sort [ : ( k + 1 ) ]


","def top_k ( lst , k ) :
    sort = [ ]
    while lst :
        largest = lst [ 0 ]
        for element in lst :
            if ( element > largest ) :
                largest = element
        lst . remove ( largest )
        sort . append ( largest )
    return sort [ : ( k + 1 ) ]


","def top_k ( lst , k ) :
    sort = [ ]
    while lst :
        largest = lst [ 0 ]
        for element in lst :
            if ( element > largest ) :
                largest = element
        lst . remove ( largest )
        sort . append ( largest )
    return sort [ : k ]


",{'top_k': 'correct_5_052.py'},{'top_k': ''},"def top_k ( lst , k ) :
    sort = [ ]
    while lst :
        largest = lst [ 0 ]
        for element in lst :
            if ( element > largest ) :
                largest = element
        lst . remove ( largest )
        sort . append ( largest )
    return sort [ : k ]
",N/A,0.625,1.109,0.000,0.000,0.391,0.094,2.234,5,5,0.067
question_5,100,0,wrong_5_019.py,fail_timeout,1,1,"def top_k ( lst , k ) :
    arranged = [ ]
    while ( k > 0 ) :
        lst . remove ( max ( lst ) )
        arranged . append ( max ( lst ) )
        k -= 1
    return arranged
    pass


","def top_k ( lst , k ) :
    arranged = [ ]
    while ( k > 0 ) :
        lst . remove ( max ( lst ) )
        arranged . append ( max ( lst ) )
        k -= 1
    return arranged
    pass


","def top_k ( lst , k ) :
    a = [ ]
    while ( k > 0 ) :
        a . append ( max ( lst ) )
        lst . remove ( max ( lst ) )
        k -= 1
    return a


",{'top_k': 'correct_5_189.py'},{'top_k': ''},"def top_k ( lst , k ) :
    arranged = [ ]
    while ( k > 0 ) :
        arranged . append ( max ( lst ) )
        lst . remove ( max ( lst ) )
        k -= 1
    return arranged
    pass
",N/A,0.875,0.297,0.000,0.000,0.062,59.969,61.203,5,5,N/A
question_5,100,0,wrong_5_020.py,fail_timeout,1,1,"def top_k ( lst , k ) :
    arranged = [ ]
    while ( k > 0 ) :
        lst . remove ( max ( lst ) )
        arranged . append ( max ( lst ) )
        k = ( k - 1 )
    return arranged
    pass


","def top_k ( lst , k ) :
    arranged = [ ]
    while ( k > 0 ) :
        lst . remove ( max ( lst ) )
        arranged . append ( max ( lst ) )
        k = ( k - 1 )
    return arranged
    pass


","def top_k ( lst , k ) :
    arranged = [ ]
    while ( k > 0 ) :
        arranged . append ( max ( lst ) )
        lst . remove ( max ( lst ) )
        k = ( k - 1 )
    return arranged
    pass


",{'top_k': 'correct_5_107.py'},{'top_k': ''},"def top_k ( lst , k ) :
    arranged = [ ]
    while ( k > 0 ) :
        arranged . append ( max ( lst ) )
        lst . remove ( max ( lst ) )
        k = ( k - 1 )
    return arranged
    pass
",N/A,0.625,0.234,0.000,0.000,0.016,60.031,60.922,5,5,N/A
question_5,100,0,wrong_5_021.py,success_wo_mut,1,1,"def top_k ( lst , k ) :
    r = [ ]
    for qwerty in range ( 0 , k ) :
        biggest = lst [ 0 ]
        for k in lst :
            if ( biggest < k ) :
                biggest = k
        r . append [ biggest ]
        lst . remove [ biggest ]
    return r


","def top_k ( lst , k ) :
    r = [ ]
    for qwerty in range ( 0 , k ) :
        biggest = lst [ 0 ]
        for k in lst :
            if ( biggest < k ) :
                biggest = k
        r . append [ biggest ]
        lst . remove [ biggest ]
    return r


","def top_k ( lst , k ) :
    rs = [ ]
    for qwerty in range ( 0 , k ) :
        biggest = lst [ 0 ]
        for k in lst :
            if ( biggest < k ) :
                biggest = k
        rs . append ( biggest )
        lst . remove ( biggest )
    return rs


",{'top_k': 'correct_5_030.py'},{'top_k': ''},"def top_k ( lst , k ) :
    r = [ ]
    for qwerty in range ( 0 , k ) :
        biggest = lst [ 0 ]
        for k in lst :
            if ( biggest < k ) :
                biggest = k
        r . append ( biggest )
        lst . remove ( biggest )
    return r
",N/A,0.625,0.156,0.000,0.000,0.156,0.109,1.062,5,5,0.089
